planet_name,number_of_stars,orbital_period,orbit_semi_major_axis,planet_radius,Inclination,eccentricity,insolation_flux,Radial_Velocity_Amplitude,planet_temperature,star_temperature,star_radius,star_mass,Predicted Temperature
Kepler-479 b,1,12.49341307,0.0965,2.01,89.95,0.0,40.16,,642.0,5193.0,0.76,0.77,655.85364
Kepler-479 b,1,12.493311,0.098,2.5,88.81,0.0,,,722.0,5386.0,0.91,0.81,734.0443
Kepler-479 b,1,12.49340725,0.0994,2.2,89.04,0.0,42.08,,649.0,5207.0,0.8,0.84,668.0657
Kepler-479 b,1,12.49341307,0.0965,2.01,89.95,0.0,40.16,,642.0,5193.0,0.76,0.77,655.85364
Kepler-479 b,1,12.49341307,0.0965,2.01,89.95,0.0,40.16,,642.0,5193.0,0.76,0.77,655.85364
Kepler-479 b,1,12.49341307,0.09636,2.011,,,39.4,,,5159.0,0.76,0.76,651.30505
Kepler-48 b,1,4.77800403,0.05394,1.855,,,161.8,,,5235.0,0.84,0.92,952.2881
Kepler-48 b,1,4.777981,0.053,2.14,84.8,0.0,,,937.0,5190.0,0.89,0.88,968.5912
Kepler-48 b,1,4.77800403,0.0547,1.89,87.66,0.0,170.81,,922.0,5296.0,0.85,0.95,967.06335
Kepler-48 b,1,4.77800403,0.0547,1.89,87.66,0.0,170.81,,922.0,5296.0,0.85,0.95,967.06335
Kepler-48 b,1,4.77800306,0.0528,1.85,89.91,0.0,177.79,,932.0,5192.0,0.87,0.86,956.49023
Kepler-48 b,1,4.77800403,0.0547,1.89,87.66,0.0,170.81,,922.0,5296.0,0.85,0.95,967.06335
Kepler-48 c,1,9.67395347,0.0876,2.61,89.95,0.0,66.6,,729.0,5296.0,0.85,0.95,755.5145
Kepler-48 c,1,9.67395347,0.08633,2.56,,,63.2,,,5235.0,0.84,0.92,746.46533
Kepler-48 c,1,9.67395849,0.0845,2.63,89.51,0.0,69.42,,736.0,5192.0,0.87,0.86,753.92566
Kepler-48 c,1,9.67395347,0.0876,2.61,89.95,0.0,66.6,,729.0,5296.0,0.85,0.95,755.5145
Kepler-48 c,1,9.673928,0.085,3.15,86.52,0.0,,,740.0,5190.0,0.89,0.88,761.3193
Kepler-48 c,1,9.67395347,0.0876,2.61,89.95,0.0,66.6,,729.0,5296.0,0.85,0.95,755.5145
Kepler-48 d,1,42.89605505,0.2365,2.02,89.95,0.0,9.14,,443.0,5296.0,0.85,0.95,449.31815
Kepler-48 d,1,42.89605505,0.2365,2.02,89.95,0.0,9.14,,443.0,5296.0,0.85,0.95,449.31815
Kepler-48 d,1,42.89592,0.23,2.35,88.81,0.0,,,450.0,5190.0,0.89,0.88,460.87204
Kepler-48 d,1,42.89645024,0.2279,2.0,89.99,0.0,9.54,,448.0,5192.0,0.87,0.86,456.36142
Kepler-48 d,1,42.89605505,0.2365,2.02,89.95,0.0,9.14,,443.0,5296.0,0.85,0.95,449.31815
Kepler-48 d,1,42.89605505,0.23302,1.98,,,8.7,,,5235.0,0.84,0.92,445.04672
Kepler-480 b,1,4.919585,0.0605,2.86,88.43,0.0,702.13,,1312.0,6236.0,1.38,1.22,1373.411
Kepler-480 b,1,4.9195838,0.06,2.43,88.24,0.0,603.54,,1264.0,6495.0,1.17,1.19,1291.0195
Kepler-480 b,1,4.9195838,0.06,2.43,88.24,0.0,603.54,,1264.0,6495.0,1.17,1.19,1291.0195
Kepler-480 b,1,4.9195838,0.06024,2.944,,,741.8,,,6231.0,1.41,1.2,1380.0686
Kepler-480 b,1,4.919576,0.06,2.45,85.37,0.0,,,1246.0,6485.0,1.14,1.2,1269.6041
Kepler-480 b,1,4.9195838,0.06,2.43,88.24,0.0,603.54,,1264.0,6495.0,1.17,1.19,1291.0195
Kepler-481 b,1,10.06082567,0.0891,2.89,87.09,0.0,189.36,,946.0,5692.0,1.26,0.93,948.4491
Kepler-481 b,1,10.060791,0.091,2.48,89.95,0.0,,,905.0,5706.0,1.18,0.98,919.9632
Kepler-481 b,1,10.06083238,0.0894,2.58,87.02,0.0,154.16,,899.0,5705.0,1.14,0.94,909.52014
Kepler-481 b,1,10.06082567,0.0891,2.89,87.09,0.0,189.36,,946.0,5692.0,1.26,0.93,948.44916
Kepler-481 b,1,10.06082567,0.0891,2.89,87.09,0.0,189.36,,946.0,5692.0,1.26,0.93,948.44916
Kepler-481 b,1,10.06082567,0.08926,2.82,,,178.0,,,5676.0,1.23,0.94,936.0655
Kepler-482 b,1,56.35418576,0.2498,2.2,89.95,0.0,2.91,,333.0,4616.0,0.67,0.65,335.78897
Kepler-482 b,1,56.35418576,0.25787,2.598,,,4.2,,,4734.0,0.79,0.72,375.21933
Kepler-482 b,1,56.35387,0.253,1.94,89.95,0.0,,,331.0,4768.0,0.63,0.68,343.1686
Kepler-482 b,1,56.35407916,0.2537,2.59,89.37,0.0,3.63,,352.0,4802.0,0.7,0.69,359.2
Kepler-482 b,1,56.35418576,0.2498,2.2,89.95,0.0,2.91,,333.0,4616.0,0.67,0.65,335.78897
Kepler-482 b,1,56.35418576,0.2498,2.2,89.95,0.0,2.91,,333.0,4616.0,0.67,0.65,335.78897
Kepler-483 b,1,30.22910274,0.2072,3.49,88.1,0.0,76.88,,755.0,6325.0,1.52,1.3,758.2819
Kepler-483 b,1,30.229104,0.19471,2.867,,,66.4,,,6319.0,1.33,1.08,724.1759
Kepler-483 b,1,30.229104,0.1967,2.35,89.38,0.0,50.37,,679.0,6543.0,1.09,1.11,686.3677
Kepler-483 b,1,30.229104,0.1967,2.35,89.38,0.0,50.37,,679.0,6543.0,1.09,1.11,686.3677
Kepler-483 b,1,30.22935,0.204,2.6,88.24,0.0,,,696.0,6568.0,1.18,1.23,703.1843
Kepler-483 b,1,30.229104,0.1967,2.35,89.38,0.0,50.37,,679.0,6543.0,1.09,1.11,686.3677
Kepler-484 b,1,10.04556931,0.09036,2.273,,,87.7,,,5652.0,0.89,0.97,806.29724
Kepler-484 b,1,10.04556931,0.0913,2.28,89.95,0.0,88.61,,782.0,5691.0,0.89,1.0,805.7016
Kepler-484 b,1,10.04556931,0.0913,2.28,89.95,0.0,88.61,,782.0,5691.0,0.89,1.0,805.7016
Kepler-484 b,1,10.04556931,0.0913,2.28,89.95,0.0,88.61,,782.0,5691.0,0.89,1.0,805.7016
Kepler-484 b,1,10.04556377,0.0896,2.19,89.82,0.0,81.61,,766.0,5632.0,0.85,0.95,785.9808
Kepler-484 b,1,10.045607,0.091,2.53,87.66,0.0,,,797.0,5680.0,0.92,0.99,822.22516
Kepler-485 b,1,3.2432598,0.0443,13.63,89.95,0.0,672.53,,1299.0,6109.0,1.03,1.1,1339.7289
Kepler-485 b,1,3.2432598,0.04401,13.838,,,571.7,,,5802.0,1.04,1.08,1309.6912
Kepler-485 b,1,3.2432598,0.0443,13.63,89.95,0.0,672.53,,1299.0,6109.0,1.03,1.1,1339.7289
Kepler-485 b,1,3.2432598,0.0443,13.63,89.95,0.0,672.53,,1299.0,6109.0,1.03,1.1,1339.7289
Kepler-485 b,1,3.24325988,0.0433,12.91,89.27,0.0,563.17,,1243.0,5823.0,1.01,1.03,1282.5205
Kepler-485 b,1,3.2432603,0.044,12.3,89.95,0.0,,,1258.0,6089.0,0.97,1.06,1286.5673
Kepler-487 b,1,15.35876777,0.1157,10.89,89.02,0.0,45.46,,662.0,5422.0,0.89,0.87,677.12494
Kepler-487 b,1,15.3587684,0.117,11.31,88.81,0.0,52.24,,686.0,5700.0,0.87,0.9,701.7353
Kepler-487 b,1,15.3587794,0.118,11.0,88.81,0.0,,,685.0,5696.0,0.88,0.93,703.95105
Kepler-487 b,1,15.3587684,0.117,11.31,88.81,0.0,52.24,,686.0,5700.0,0.87,0.9,701.7352
Kepler-487 b,1,15.3587684,0.11819,11.82,,,47.1,,,5456.0,0.91,0.93,688.11646
Kepler-487 b,1,15.3587684,0.117,11.31,88.81,0.0,52.24,,686.0,5700.0,0.87,0.9,701.7353
Kepler-487 c,1,38.6519976,0.2164,2.62,87.66,0.0,15.27,,504.0,5700.0,0.87,0.9,511.8743
Kepler-487 c,1,38.6520796,0.2141,2.07,89.96,0.0,13.28,,487.0,5422.0,0.89,0.87,495.7596
Kepler-487 c,1,38.6519976,0.21864,2.732,,,13.7,,,5456.0,0.91,0.93,500.30493
Kepler-487 c,1,38.65154,0.218,2.3,89.38,0.0,,,504.0,5696.0,0.88,0.93,512.4708
Kepler-487 c,1,38.6519976,0.2164,2.62,87.66,0.0,15.27,,504.0,5700.0,0.87,0.9,511.8743
Kepler-487 c,1,38.6519976,0.2164,2.62,87.66,0.0,15.27,,504.0,5700.0,0.87,0.9,511.8743
Kepler-487 d,1,2.41840684,0.0337,2.25,89.89,0.0,535.84,,1226.0,5422.0,0.89,0.87,1266.7162
Kepler-487 d,1,2.41840544,0.0341,2.79,78.5,0.0,614.95,,1270.0,5700.0,0.87,0.9,1299.323
Kepler-487 d,1,2.4183985,0.034,2.3,85.94,0.0,,,1277.0,5696.0,0.88,0.93,1311.2053
Kepler-487 d,1,2.41840544,0.0341,2.79,78.5,0.0,614.95,,1270.0,5700.0,0.87,0.9,1299.323
Kepler-487 d,1,2.41840544,0.0341,2.79,78.5,0.0,614.95,,1270.0,5700.0,0.87,0.9,1299.323
Kepler-487 d,1,2.41840544,0.03445,2.901,,,550.8,,,5456.0,0.91,0.93,1287.2827
Kepler-489 b,1,17.27629612,0.1202,8.34,89.95,0.0,27.98,,587.0,5085.0,0.82,0.78,594.6854
Kepler-489 b,1,17.27629612,0.1202,8.34,89.95,0.0,27.98,,587.0,5085.0,0.82,0.78,594.6854
Kepler-489 b,1,17.27629612,0.12109,7.58,,,20.3,,,4938.0,0.75,0.79,552.6427
Kepler-489 b,1,17.27629612,0.1202,8.34,89.95,0.0,27.98,,587.0,5085.0,0.82,0.78,594.6854
Kepler-489 b,1,17.2762904,0.118,7.3,89.95,0.0,,,556.0,5036.0,0.74,0.74,562.88556
Kepler-489 b,1,17.27629668,0.1209,7.31,89.87,0.0,19.88,,538.0,4941.0,0.74,0.79,549.33453
Kepler-49 b,1,7.20349407,0.05929,2.18,,,,,495.0,3816.0,0.51,0.54,514.38257
Kepler-49 b,1,7.20385064,0.0595,2.23,89.38,0.0,13.94,,493.0,3816.0,0.51,0.54,513.57196
Kepler-49 b,1,7.20385064,0.0595,2.23,89.38,0.0,13.94,,493.0,3816.0,0.51,0.54,513.57196
Kepler-49 b,1,7.20385064,0.0595,2.23,89.38,0.0,13.94,,493.0,3816.0,0.51,0.54,513.57196
Kepler-49 b,1,7.20385586,0.0595,2.25,89.9,0.0,15.87,,509.0,3834.0,0.54,0.54,527.5637
Kepler-49 b,1,7.203794,0.06,2.71,84.8,0.0,,,531.0,4069.0,0.53,0.55,542.6882
Kepler-49 c,1,10.91401005,0.07821,1.9,,,,,431.0,3816.0,0.51,0.54,451.25555
Kepler-49 c,1,10.91274807,0.0784,2.63,85.94,0.0,8.03,,429.0,3816.0,0.51,0.54,450.8274
Kepler-49 c,1,10.91274065,0.0785,2.13,88.68,0.0,9.12,,443.0,3834.0,0.54,0.54,460.84613
Kepler-49 c,1,10.91274807,0.0784,2.63,85.94,0.0,8.03,,429.0,3816.0,0.51,0.54,450.8274
Kepler-49 c,1,10.912935,0.079,2.54,85.94,0.0,,,463.0,4069.0,0.53,0.55,473.8184
Kepler-49 c,1,10.91274807,0.0784,2.63,85.94,0.0,8.03,,429.0,3816.0,0.51,0.54,450.82736
Kepler-49 d,1,2.57656969,0.03,1.54,89.38,0.0,54.85,,694.0,3816.0,0.51,0.54,723.7506
Kepler-49 d,1,2.576555,0.03,1.84,79.07,0.0,,,751.0,4069.0,0.53,0.55,762.237
Kepler-49 d,1,2.57653594,0.02987,1.51,,,,,697.0,3816.0,0.51,0.54,725.3977
Kepler-49 d,1,2.57657102,0.03,1.57,89.14,0.0,62.42,,717.0,3834.0,0.54,0.54,737.7766
Kepler-49 d,1,2.57656969,0.03,1.54,89.38,0.0,54.85,,694.0,3816.0,0.51,0.54,723.7506
Kepler-49 d,1,2.57656969,0.03,1.54,89.38,0.0,54.85,,694.0,3816.0,0.51,0.54,723.7506
Kepler-49 e,1,18.5960431,0.1119,1.3,89.95,0.0,3.94,,359.0,3816.0,0.51,0.54,381.7843
Kepler-49 e,1,18.59622,0.113,1.97,87.09,0.0,,,387.0,4069.0,0.53,0.55,400.1644
Kepler-49 e,1,18.59611518,0.112,1.53,89.99,0.0,4.48,,371.0,3834.0,0.54,0.54,391.4521
Kepler-49 e,1,18.5960431,0.1119,1.3,89.95,0.0,3.94,,359.0,3816.0,0.51,0.54,381.7843
Kepler-49 e,1,18.5960431,0.1119,1.3,89.95,0.0,3.94,,359.0,3816.0,0.51,0.54,381.7843
Kepler-490 b,1,3.26869482,0.045,11.0,89.95,0.0,,,1391.0,6409.0,1.09,1.16,1428.2634
Kepler-490 b,1,3.26869515,0.0464,12.13,89.38,0.0,967.13,,1422.0,6418.0,1.17,1.24,1492.7585
Kepler-490 b,1,3.26869504,0.0453,16.91,89.53,0.0,1539.0,,1597.0,5927.0,1.69,1.16,1645.8748
Kepler-490 b,1,3.26869515,0.0464,12.13,89.38,0.0,967.13,,1422.0,6418.0,1.17,1.24,1492.7585
Kepler-490 b,1,3.26869515,0.0464,12.13,89.38,0.0,967.13,,1422.0,6418.0,1.17,1.24,1492.7585
Kepler-491 b,1,4.2253846,0.052,10.0,89.95,0.0,,,1157.0,5541.0,1.17,1.05,1208.2446
Kepler-491 b,1,4.22538451,0.0524,9.16,89.95,0.0,369.43,,1118.0,5649.0,1.05,1.07,1178.5471
Kepler-491 b,1,4.22538451,0.0524,9.16,89.95,0.0,369.43,,1118.0,5649.0,1.05,1.07,1178.5471
Kepler-491 b,1,4.22538454,0.0516,9.0,89.66,0.0,360.46,,1111.0,5574.0,1.05,1.02,1161.2015
Kepler-491 b,1,4.22538451,0.05191,8.547,,,300.1,,,5522.0,0.98,1.04,1120.0771
Kepler-491 b,1,4.22538451,0.0524,9.16,89.95,0.0,369.43,,1118.0,5649.0,1.05,1.07,1178.5471
Kepler-493 b,1,3.00387658,0.0439,11.42,89.38,0.0,995.65,,1433.0,6299.0,1.17,1.25,1527.9513
Kepler-493 b,1,3.0038752,0.042,11.3,76.78,0.0,,,1346.0,6215.0,1.01,1.1,1378.4333
Kepler-493 b,1,3.00387658,0.0439,11.42,89.38,0.0,995.65,,1433.0,6299.0,1.17,1.25,1527.9513
Kepler-493 b,1,3.00387658,0.0439,11.42,89.38,0.0,995.65,,1433.0,6299.0,1.17,1.25,1527.9513
Kepler-493 b,1,3.00387955,0.0439,10.96,87.33,0.0,1011.87,,1438.0,6311.0,1.17,1.25,1529.3264
Kepler-495 b,1,3.41303622,0.0406,4.55,89.95,0.0,223.72,,986.0,5332.0,0.71,0.77,1006.778
Kepler-495 b,1,3.41303622,0.0406,4.55,89.95,0.0,223.72,,986.0,5332.0,0.71,0.77,1006.778
Kepler-495 b,1,3.41303635,0.0427,6.62,89.75,0.0,490.24,,1200.0,5392.0,1.09,0.89,1220.3171
Kepler-495 b,1,3.4130351,0.042,4.8,87.09,0.0,,,1011.0,5379.0,0.76,0.86,1031.8912
Kepler-495 b,1,3.41303622,0.0406,4.55,89.95,0.0,223.72,,986.0,5332.0,0.71,0.77,1006.778
Kepler-495 c,1,5.89686,0.061,740.0,89.95,0.0,,,839.0,5379.0,0.76,0.86,854.7842
Kepler-495 c,1,5.8966109,0.0584,800.0,89.38,0.0,108.13,,822.0,5332.0,0.71,0.77,835.0089
Kepler-495 c,1,5.8966109,0.0584,800.0,89.38,0.0,108.13,,822.0,5332.0,0.71,0.77,835.0089
Kepler-495 c,1,5.89661966,0.0614,1.28,89.84,0.0,237.1,,1000.0,5392.0,1.09,0.89,1008.75525
Kepler-495 c,1,5.8966109,0.0584,800.0,89.38,0.0,108.13,,822.0,5332.0,0.71,0.77,835.0089
Kepler-496 b,1,8.30864937,0.0732,1.97,89.95,0.0,56.78,,700.0,5188.0,0.69,0.76,719.31433
Kepler-496 b,1,8.308485,0.075,2.33,86.52,0.0,,,721.0,5240.0,0.73,0.83,739.8285
Kepler-496 b,1,8.30865307,0.0747,2.42,88.99,0.0,73.53,,747.0,5022.0,0.85,0.8,759.4239
Kepler-496 b,1,8.30864937,0.0732,1.97,89.95,0.0,56.78,,700.0,5188.0,0.69,0.76,719.31433
Kepler-496 b,1,8.30864937,0.0732,1.97,89.95,0.0,56.78,,700.0,5188.0,0.69,0.76,719.31433
Kepler-497 b,1,3.57320367,0.0457,5.95,89.38,0.0,507.91,,1211.0,5646.0,1.08,1.0,1257.328
Kepler-497 b,1,3.57321,0.043,5.2,88.24,0.0,,,1163.0,5530.0,0.98,0.84,1189.0781
Kepler-497 b,1,3.57320367,0.0457,5.95,89.38,0.0,507.91,,1211.0,5646.0,1.08,1.0,1257.328
Kepler-497 b,1,3.57320367,0.0457,5.95,89.38,0.0,507.91,,1211.0,5646.0,1.08,1.0,1257.328
Kepler-497 b,1,3.5732028,0.0457,5.81,89.69,0.0,507.91,,1210.0,5646.0,1.08,1.0,1257.3375
Kepler-498 b,1,9.61375316,0.0897,3.27,87.37,0.0,177.26,,931.0,5997.0,1.11,1.04,955.4941
Kepler-498 b,1,9.613716,0.088,3.0,89.95,0.0,,,923.0,5945.0,1.09,0.98,942.81775
Kepler-498 b,1,9.61375356,0.0897,3.46,85.94,0.0,177.26,,931.0,5997.0,1.11,1.04,955.48914
Kepler-498 b,1,9.61375356,0.0897,3.46,85.94,0.0,177.26,,931.0,5997.0,1.11,1.04,955.48914
Kepler-498 b,1,9.61375356,0.0897,3.46,85.94,0.0,177.26,,931.0,5997.0,1.11,1.04,955.48914
Kepler-499 b,1,5.63252845,0.0598,2.1,88.24,0.0,118.31,,841.0,5210.0,0.8,0.9,870.9087
Kepler-499 b,1,5.63252845,0.0598,2.1,88.24,0.0,118.31,,841.0,5210.0,0.8,0.9,870.9087
Kepler-499 b,1,5.632566,0.058,1.91,87.66,0.0,,,788.0,5126.0,0.7,0.8,805.32983
Kepler-499 b,1,5.63252845,0.0598,2.1,88.24,0.0,118.31,,841.0,5210.0,0.8,0.9,870.9087
Kepler-499 b,1,5.63252508,0.0598,2.04,88.58,0.0,119.75,,844.0,5216.0,0.8,0.9,871.75085
Kepler-5 b,1,3.5484625,0.05071,16.04,86.3,0.043,,228.7,,6297.0,1.79,1.37,1780.44
Kepler-5 b,1,3.54846566,0.052,17.4,89.95,0.0,,,1733.0,6297.0,2.02,1.45,1890.21
Kepler-5 b,1,3.5484654,0.04982,15.233,,,1759.1,,,6332.0,1.74,1.31,1743.095
Kepler-5 b,1,3.54846545,0.05,14.92,89.33,0.0,1708.28,,1640.0,6290.0,1.75,1.32,1743.238
Kepler-5 b,1,3.54846,0.05064,16.04,86.3,0.024,,227.5,1868.0,6297.0,1.79,1.37,1781.6772
Kepler-5 b,1,3.5484654,0.05,15.28,89.95,0.0,1708.28,,1640.0,6290.0,1.75,1.32,1743.1959
Kepler-5 b,1,3.5484657,0.0538,15.984,89.14,,,227.5,1750.0,6297.0,1.79,1.37,1726.5741
Kepler-5 b,1,3.5484654,0.05,15.28,89.95,0.0,1708.28,,1640.0,6290.0,1.75,1.32,1743.1959
Kepler-5 b,1,3.5484654,0.05,15.28,89.95,0.0,1708.28,,1640.0,6290.0,1.75,1.32,1743.1959
Kepler-5 b,1,3.548469,0.04967,13.563,87.1,,,227.5,1692.0,6297.0,1.54,1.3,1658.9424
Kepler-50 b,1,7.8128584,0.0832,1.54,88.81,0.0,487.11,,1198.0,6225.0,1.58,1.26,1227.5825
Kepler-50 b,1,7.81285862,0.0817,1.68,89.88,0.0,483.06,,1196.0,6237.0,1.54,1.19,1218.2028
Kepler-50 b,1,7.812512,0.082,2.2,82.51,0.0,,,1278.0,6058.0,1.88,1.22,1311.7832
Kepler-50 b,1,7.8128584,0.08089,1.542,,,498.5,,,6162.0,1.59,1.15,1224.8588
Kepler-50 b,1,7.81254,0.077,1.71,,,,,,6225.0,1.58,1.24,1275.919
Kepler-50 b,1,7.8128584,0.0832,1.54,88.81,0.0,487.11,,1198.0,6225.0,1.58,1.26,1227.5825
Kepler-50 b,1,7.8128584,0.0832,1.54,88.81,0.0,487.11,,1198.0,6225.0,1.58,1.26,1227.5825
Kepler-50 c,1,9.37664325,0.09131,1.825,,,391.2,,,6162.0,1.59,1.15,1151.6995
Kepler-50 c,1,9.37664325,0.094,1.82,88.81,0.0,381.61,,1127.0,6225.0,1.58,1.26,1156.1394
Kepler-50 c,1,9.37647,0.087,2.17,,,,,,6225.0,1.58,1.24,1193.9946
Kepler-50 c,1,9.37664325,0.094,1.82,88.81,0.0,381.61,,1127.0,6225.0,1.58,1.26,1156.1394
Kepler-50 c,1,9.37663713,0.0922,1.89,87.6,0.0,379.3,,1125.0,6237.0,1.54,1.19,1145.0947
Kepler-50 c,1,9.376137,0.093,2.79,82.51,0.0,,,1200.0,6058.0,1.88,1.22,1234.2526
Kepler-50 c,1,9.37664325,0.094,1.82,88.81,0.0,381.61,,1127.0,6225.0,1.58,1.26,1156.1394
Kepler-500 b,1,8.5083244,0.0846,2.57,89.95,0.0,159.1,,906.0,5934.0,1.01,1.12,930.61523
Kepler-500 b,1,8.5083244,0.0846,2.57,89.95,0.0,159.1,,906.0,5934.0,1.01,1.12,930.61523
Kepler-500 b,1,8.5083244,0.0846,2.57,89.95,0.0,159.1,,906.0,5934.0,1.01,1.12,930.61523
Kepler-500 b,1,8.5083331,0.0806,2.6,89.99,0.0,161.66,,909.0,5767.0,1.03,0.96,932.4136
Kepler-500 b,1,8.5083244,0.08361,2.839,,,175.2,,,5748.0,1.12,1.08,957.4457
Kepler-500 b,1,8.508355,0.081,2.4,87.09,0.0,,,851.0,5829.0,0.89,0.98,872.8985
Kepler-501 b,1,5.64067757,0.0632,4.11,86.52,0.0,327.41,,1085.0,6217.0,0.99,1.06,1100.3397
Kepler-501 b,1,5.64067757,0.0632,4.11,86.52,0.0,327.41,,1085.0,6217.0,0.99,1.06,1100.3397
Kepler-501 b,1,5.64067697,0.0627,4.59,89.88,0.0,379.36,,1125.0,5794.0,1.22,1.03,1148.3396
Kepler-501 b,1,5.640662,0.064,4.0,85.94,0.0,,,1094.0,6215.0,1.02,1.11,1113.9703
Kepler-501 b,1,5.64067757,0.0632,4.11,86.52,0.0,327.41,,1085.0,6217.0,0.99,1.06,1100.3397
Kepler-501 c,1,3.622714,0.048,1.41,84.22,0.0,,,1263.0,6215.0,1.02,1.11,1289.2585
Kepler-501 c,1,3.62269606,0.0471,1.45,88.81,0.0,589.5,,1257.0,6217.0,0.99,1.06,1274.1519
Kepler-501 c,1,3.62269606,0.0471,1.45,88.81,0.0,589.5,,1257.0,6217.0,0.99,1.06,1274.1519
Kepler-501 c,1,3.62275506,0.0467,1.62,89.96,0.0,683.84,,1304.0,5794.0,1.22,1.03,1344.724
Kepler-501 c,1,3.62269606,0.0471,1.45,88.81,0.0,589.5,,1257.0,6217.0,0.99,1.06,1274.1519
Kepler-502 b,1,4.28686431,0.0532,4.07,83.65,0.0,504.73,,1209.0,6225.0,1.03,1.09,1227.1755
Kepler-502 b,1,4.286859,0.053,4.2,79.07,0.0,,,1202.0,6215.0,1.02,1.11,1221.6564
Kepler-502 b,1,4.28686431,0.0532,4.07,83.65,0.0,504.73,,1209.0,6225.0,1.03,1.09,1227.1755
Kepler-502 b,1,4.28686623,0.0535,4.14,81.72,0.0,517.66,,1217.0,6228.0,1.05,1.11,1238.372
Kepler-502 b,1,4.28686431,0.0532,4.07,83.65,0.0,504.73,,1209.0,6225.0,1.03,1.09,1227.1755
Kepler-504 b,2,9.54927542,0.0641,1.82,88.24,0.0,4.55,,372.0,3514.0,0.37,0.39,365.57388
Kepler-504 b,2,9.54927542,0.0641,1.82,88.24,0.0,4.55,,372.0,3514.0,0.37,0.39,365.57388
Kepler-504 b,2,9.54927542,0.0641,1.82,88.24,0.0,4.55,,372.0,3514.0,0.37,0.39,365.57388
Kepler-504 b,2,9.54927709,0.0646,1.57,89.92,0.0,4.62,,374.0,3547.0,0.37,0.4,361.72397
Kepler-504 b,2,9.549273,0.07,1.94,89.95,0.0,,,445.0,3804.0,0.49,0.51,454.5556
Kepler-505 b,1,27.52197994,0.1444,2.51,89.95,0.0,2.26,,313.0,3770.0,0.51,0.53,330.84427
Kepler-505 b,1,27.52197994,0.1444,2.51,89.95,0.0,2.26,,313.0,3770.0,0.51,0.53,330.84427
Kepler-505 b,1,27.52194772,0.1445,2.47,89.61,0.0,2.28,,314.0,3780.0,0.51,0.53,331.39133
Kepler-505 b,1,27.521732,0.146,2.53,89.95,0.0,,,339.0,4057.0,0.52,0.55,359.68423
Kepler-505 b,1,27.52197994,0.1444,2.51,89.95,0.0,2.26,,313.0,3770.0,0.51,0.53,330.84427
Kepler-506 b,1,6.88341278,0.075,2.63,89.82,0.0,321.63,,1080.0,6139.0,1.19,1.19,1118.3062
Kepler-506 b,1,6.8834055,0.0749,2.67,89.95,0.0,329.27,,1086.0,6184.0,1.19,1.18,1124.6786
Kepler-506 b,1,6.8834055,0.07437,2.684,,,332.9,,,6163.0,1.19,1.16,1123.7305
Kepler-506 b,1,6.883403,0.075,2.61,89.95,0.0,,,1068.0,6145.0,1.16,1.18,1102.8491
Kepler-506 b,1,6.8834055,0.0749,2.67,89.95,0.0,329.27,,1086.0,6184.0,1.19,1.18,1124.6786
Kepler-506 b,1,6.8834055,0.0749,2.67,89.95,0.0,329.27,,1086.0,6184.0,1.19,1.18,1124.6786
Kepler-507 b,1,3.56809693,0.0475,1.22,88.81,0.0,774.71,,1345.0,6036.0,1.21,1.13,1411.5629
Kepler-507 b,1,3.56809693,0.0475,1.22,88.81,0.0,774.71,,1345.0,6036.0,1.21,1.13,1411.5629
Kepler-507 b,1,3.568065,0.048,1.29,80.21,0.0,,,1320.0,6040.0,1.18,1.16,1399.741
Kepler-507 b,1,3.56809693,0.04781,1.284,,,848.6,,,6030.0,1.28,1.14,1447.1604
Kepler-507 b,1,3.56809693,0.0475,1.22,88.81,0.0,774.71,,1345.0,6036.0,1.21,1.13,1411.5629
Kepler-507 b,1,3.56809961,0.0473,1.36,85.83,0.0,926.89,,1407.0,6007.0,1.33,1.11,1454.113
Kepler-508 b,1,25.30889748,0.1827,2.36,88.24,0.0,130.61,,862.0,6283.0,1.77,1.27,866.4318
Kepler-508 b,1,25.308897,0.17,1.57,87.09,0.0,,,661.0,5981.0,1.07,1.03,673.76306
Kepler-508 b,1,25.30889748,0.17274,1.594,,,61.4,,,6150.0,1.19,1.07,717.72577
Kepler-508 b,1,25.30889748,0.1827,2.36,88.24,0.0,130.61,,862.0,6283.0,1.77,1.27,866.4319
Kepler-508 b,1,25.30893566,0.1763,1.77,87.81,0.0,60.2,,710.0,5949.0,1.29,1.14,717.12494
Kepler-508 b,1,25.30889748,0.1827,2.36,88.24,0.0,130.61,,862.0,6283.0,1.77,1.27,866.4318
Kepler-509 b,1,41.74598855,0.2384,2.4,89.96,0.0,27.58,,584.0,5978.0,1.17,1.03,582.6288
Kepler-509 b,1,41.74600392,0.2412,2.42,89.95,0.0,27.66,,585.0,5982.0,1.19,1.08,586.1859
Kepler-509 b,1,41.74600392,0.2412,2.42,89.95,0.0,27.66,,585.0,5982.0,1.19,1.08,586.1859
Kepler-509 b,1,41.74591,0.242,2.5,89.38,0.0,,,592.0,6194.0,1.14,1.08,596.54254
Kepler-509 b,1,41.74600392,0.2412,2.42,89.95,0.0,27.66,,585.0,5982.0,1.19,1.08,586.1859
Kepler-509 b,1,41.74600392,0.23702,2.432,,,28.4,,,5952.0,1.19,1.02,585.45935
Kepler-51 b,1,45.15530074,0.2528,7.88,89.95,0.0,17.68,,523.0,6046.0,0.97,1.05,526.9255
