planet_name,number_of_stars,orbital_period,orbit_semi_major_axis,planet_radius,Inclination,eccentricity,insolation_flux,Radial_Velocity_Amplitude,planet_temperature,star_temperature,star_radius,star_mass,Predicted Temperature
K2-250 b,1,4.01457,0.0459,2.44,,,,,958.0,5172.0,0.81,0.8,977.16406
K2-250 b,1,4.01392,0.04606,2.713,88.26,0.21,,,1003.0,5003.0,0.8,0.81,943.3185
K2-251 b,1,9.30075,0.0694,2.35,,,,,437.0,3717.0,0.49,0.52,460.53098
K2-252 b,1,13.81513,0.1041,1.74,,,,,639.0,5152.0,0.82,0.79,648.1394
K2-253 b,1,4.00167,0.0506,12.67,,,,,1238.0,6027.0,1.1,1.08,1277.1228
K2-254 b,1,4.09639,0.0448,1.63,,,,,791.0,4629.0,0.67,0.71,807.0293
K2-254 c,1,12.11839,0.0923,2.19,,,,,551.0,4629.0,0.67,0.71,562.60004
K2-255 b,1,1.96417,0.0274,2.9,,,,,1034.0,4676.0,0.69,0.71,1067.0088
K2-257 b,1,1.60588,0.0216,830.0,,,,,789.0,3725.0,0.5,0.52,816.71716
K2-258 b,1,19.0921,0.149,3.0,,,,,831.0,6351.0,1.31,1.21,847.3065
K2-259 b,1,15.48043,0.1271,2.32,,,,,795.0,6059.0,1.13,1.14,820.8694
K2-26 b,1,14.5662,0.0945,2.58,,,5.28,,,3769.0,0.51,0.53,411.9029
K2-26 b,1,14.5665,0.0962,2.67,88.4,,5.8,,430.0,3785.0,0.52,0.56,416.08713
K2-260 b,1,2.62669762,0.04392,18.416,89.18,0.053,,182.0,2090.0,6860.0,1.75,1.64,2157.399
K2-260 b,1,2.6266657,0.0404,17.396,88.67,0.0,,178.0,1957.0,6367.0,1.69,1.39,1969.1194
K2-261 b,1,11.633478,0.1034,9.528,88.07,0.286,180.0,16.7,1046.0,5445.0,1.64,1.09,990.97064
K2-261 b,1,11.633478,0.1087,9.505,88.34,0.248,180.0,16.9,1030.0,5503.0,1.64,1.27,1002.2624
K2-261 b,1,11.6334681,0.1086,9.27,88.58,0.274,,17.4,1036.0,5490.0,1.66,1.11,981.2975
K2-261 b,1,11.63344,0.102,9.528,88.4,0.39,,18.8,1080.0,5537.0,1.65,1.1,1015.13007
K2-263 b,1,50.818947,0.2573,2.41,89.24,0.15,8.17,2.83,470.0,5368.0,0.85,0.88,433.56448
K2-263 b,1,50.818947,0.2573,2.41,89.24,0.14,,2.82,470.0,5368.0,0.85,0.88,433.56448
K2-264 b,1,5.840002,0.05023,2.231,89.01,,,,496.0,3660.0,0.47,0.5,521.1888
K2-264 c,1,19.660302,0.11283,2.668,89.38,,,,331.0,3660.0,0.47,0.5,357.79062
K2-265 b,2,2.36902,0.03359,1.708,87.01,0.16,,3.87,1366.0,5420.0,0.92,0.9,1407.6918
K2-265 b,2,2.369172,0.03376,1.71,87.7,0.084,,3.34,,5477.0,0.98,0.92,1460.4336
K2-266 b,2,0.658524,0.01306,3.3,75.32,,879.5,,1515.0,4285.0,0.7,0.69,1450.6201
K2-266 c,2,7.814,0.0679,705.0,88.28,0.042,32.4,,664.0,4285.0,0.7,0.69,603.2221
K2-266 d,2,14.697,0.1035,2.93,89.46,0.047,13.95,,538.0,4285.0,0.7,0.69,519.259
K2-266 e,2,19.482,0.1249,2.73,89.45,0.043,9.58,,490.0,4285.0,0.7,0.69,479.22974
K2-268 b,1,2.151894,0.0308,1.41,,,,,1121.0,5068.0,0.78,0.84,1175.1543
K2-268 c,1,9.326841,0.0819,2.69,,,,,688.0,5068.0,0.78,0.84,711.1406
K2-269 b,1,4.144965,0.0531,1.57,,,,,1429.0,6209.0,1.45,1.16,1475.9177
K2-27 b,3,6.771315,0.0703,5.36,,,216.0,,,5797.0,1.03,1.01,1105.3661
K2-27 b,3,6.771315,0.06702,4.48,,0.251,116.0,11.8,902.0,5248.0,0.89,0.87,907.95984
K2-270 b,1,1.543069,0.0247,1.38,,,,,1203.0,4877.0,0.77,0.85,1280.3885
K2-270 c,1,4.400028,0.0497,2.95,,,,,848.0,4877.0,0.77,0.85,888.631
K2-271 b,1,8.562421,0.077,7.28,,,,,893.0,5644.0,0.99,0.83,903.68884
K2-272 b,1,14.453533,0.1081,2.91,,,,,655.0,5419.0,0.81,0.81,667.38257
K2-272 b,1,14.4536756,0.1007,3.13,,,,,747.0,5397.0,0.83,0.86,697.24133
K2-273 b,1,11.716332,0.0974,4.42,,,,,672.0,5200.0,0.84,0.9,694.8638
K2-273 b,1,11.7195663,0.0729,3.05,,,,,849.0,5161.0,0.85,0.89,795.0421
K2-274 b,1,14.1330314,0.0964,2.08,,,,,655.0,5044.0,0.7,0.79,613.6775
K2-274 b,1,14.129714,0.1064,2.2,,,,,589.0,5065.0,0.74,0.81,605.6993
K2-275 b,1,3.280961,0.04,2.24,,,,,905.0,4812.0,0.73,0.79,941.1107
K2-275 b,1,3.2809626,0.0277,2.34,,,,,1166.0,4841.0,0.69,0.77,1106.4648
K2-275 c,1,8.4388385,0.0881,2.21,,,,,653.0,4841.0,0.69,0.77,619.87195
K2-275 c,1,8.438756,0.075,2.34,,,,,660.0,4812.0,0.73,0.79,684.9966
K2-276 b,1,18.718269,0.1291,3.77,,,,,583.0,5139.0,0.85,0.82,592.15564
K2-277 b,1,6.326763,0.0675,2.07,,,,,958.0,5741.0,0.97,1.02,990.614
K2-277 b,1,6.326768,0.0664,2.186,86.83,0.52,,,1049.0,5680.0,0.97,0.97,987.20654
K2-278 b,1,3.334966,0.0488,2.98,,,,,1711.0,6747.0,1.61,1.4,1842.4182
K2-279 b,1,7.122605,0.067,1.21,,,,,879.0,5558.0,0.86,0.79,898.2197
K2-28 b,1,2.260438,0.0187,2.45,,,,,590.0,3290.0,0.28,0.2,591.7595
K2-28 b,1,2.2604455,0.0192,2.56,87.3,0.0,21.7,,420.0,3214.0,0.29,0.26,588.8991
K2-28 b,1,2.260455,0.0214,2.32,88.9,0.0,,,568.0,3214.0,0.29,0.26,560.7736
K2-28 b,1,2.260435,0.02,2.3,88.35,0.13,30.1,,,3292.75,0.28,0.2,571.3332
K2-280 b,1,19.89526,0.1461,7.5,89.53,0.35,,9.18,787.0,5500.0,1.28,1.03,726.99146
K2-280 b,1,19.895202,0.1488,7.67,,,,,744.0,5742.0,1.28,1.11,758.1892
K2-281 b,1,8.687721,0.0773,8.18,,,,,665.0,4812.0,0.76,0.82,691.1339
K2-282 b,1,4.169836,0.0499,2.82,,,,,1057.0,5523.0,0.94,0.95,1091.364
K2-283 b,1,1.921036,0.0291,3.52,,,,,1186.0,5060.0,0.82,0.89,1260.6554
K2-284 b,1,4.795069,0.04771,2.78,89.0,0.078,42.6,,653.0,4140.0,0.61,0.63,667.3418
K2-285 b,1,3.471745,0.03817,2.59,86.846,0.0,234.31,4.62,1089.0,4975.0,0.79,0.83,1035.463
K2-285 c,1,7.138048,0.0824,3.53,89.861,0.0,50.35,5.9,741.0,4975.0,0.79,0.83,705.1245
K2-285 d,1,10.45582,0.1178,2.48,89.643,0.0,24.61,680.0,620.0,4975.0,0.79,0.83,592.0211
K2-285 e,1,14.76289,0.18041,1.95,89.799,0.0,10.5,1.69,501.0,4975.0,0.79,0.83,477.4027
K2-286 b,1,27.359,0.1768,2.1,89.67,,,,347.0,3926.0,0.62,0.64,351.45358
K2-287 b,1,14.893291,0.1206,9.494,88.13,0.478,,28.8,804.0,5695.0,1.07,1.06,773.6226
K2-288 B b,2,31.393463,0.164,1.9,89.81,,,,226.0,3341.0,0.32,0.33,283.5463
K2-289 b,1,13.156969,0.107,9.1,88.48,,,,753.0,5529.0,1.02,0.95,769.75146
K2-29 b,2,3.2589263,0.04097,11.209,87.89,0.084,,93.0,1076.0,5222.0,0.75,0.86,1063.2006
K2-29 b,2,3.2588321,0.04217,13.339,86.656,0.066,,103.5,1171.0,5358.0,0.86,0.94,1179.5688
K2-29 b,2,3.258768,0.04214,11.42,,,293.0,,,5323.0,0.85,0.94,1168.2538
K2-290 b,3,9.21165,0.0923,3.06,88.14,0.0,,3.3,1230.0,6302.0,1.51,1.19,1274.5547
K2-290 c,3,48.36685,0.305,11.276,89.37,0.0,,38.4,676.0,6302.0,1.51,1.19,702.28143
K2-291 b,1,2.225177,0.03261,1.589,85.26,0.0,633.0,3.33,,5520.0,0.9,0.93,1327.4858
K2-292 b,1,16.9841,0.13,2.63,88.4,0.04,67.0,6.1,795.0,5725.0,1.09,1.0,748.2622
K2-295 b,1,4.024867,0.0451,10.054,89.3,0.0,,54.0,852.0,4444.0,0.7,0.74,803.9303
K2-3 b,1,10.05403,0.0769,2.14,89.28,,11.0,,,3896.0,0.56,0.6,485.17093
K2-3 b,1,10.05454,0.0777,2.29,,,,2.7,,3835.0,0.6,0.62,497.8371
K2-3 b,1,10.05449,0.0769,2.18,88.8,,10.9,,463.0,3896.0,0.56,0.6,485.16925
K2-3 b,1,10.054626,0.0778,2.25,89.588,0.094,11.6,2.66,513.0,3835.0,0.6,0.62,497.55618
K2-3 b,1,10.05448,0.074,1.98,,,,,504.0,3951.0,0.52,0.53,473.59195
K2-3 b,1,10.0546535,0.0747,2.078,89.4,0.107,10.5,2.27,501.0,3844.0,0.55,0.55,477.44858
K2-3 b,1,10.05443,0.0679,1.44,,,5.8,,,3841.0,0.37,0.41,431.99673
K2-3 c,1,24.6435,0.1235,1.18,,,1.77,,,3841.0,0.37,0.41,321.76602
K2-3 c,1,24.64745,0.1345,1.56,,,,,374.0,3951.0,0.52,0.53,364.70206
K2-3 c,1,24.6454,0.1399,1.72,89.55,,3.32,,,3896.0,0.56,0.6,369.7529
K2-3 c,1,24.646582,0.1414,1.69,89.905,0.095,3.51,1.01,381.0,3835.0,0.6,0.62,377.1836
K2-3 c,1,24.64638,0.1413,1.77,,,,950.0,,3835.0,0.6,0.62,377.27985
K2-3 c,1,24.646729,0.1357,1.582,89.84,0.048,3.17,880.0,372.0,3844.0,0.55,0.55,364.47974
K2-3 c,1,24.64354,0.1399,1.85,89.12,,3.3,,344.0,3896.0,0.56,0.6,369.7481
K2-3 d,1,44.5631,0.2076,1.52,89.68,,1.51,,,3896.0,0.56,0.6,298.86942
K2-3 d,1,44.556456,0.2097,1.62,89.788,0.097,1.6,390.0,312.0,3835.0,0.6,0.62,306.91403
K2-3 d,1,44.55603,0.2014,1.458,89.82,0.091,1.44,,305.0,3844.0,0.55,0.55,290.67862
K2-3 d,1,44.55764,0.2097,1.65,,,,430.0,,3835.0,0.6,0.62,306.91312
K2-3 d,1,44.5609,0.1833,960.0,,,0.8,,,3841.0,0.37,0.41,265.83218
K2-3 d,1,44.55983,0.2076,1.51,89.38,,1.5,,282.0,3896.0,0.56,0.6,298.86996
K2-30 b,1,4.098507,0.04986,13.406,86.32,0.027,,79.9,1185.0,5581.0,0.94,0.98,1102.5151
K2-30 b,1,4.098503,0.04839,11.646,86.92,0.0,,78.7,1092.0,5425.0,0.84,0.9,1023.559
K2-30 b,1,4.098506,0.0489,12.3,,,299.0,,,5567.0,0.92,0.93,1093.0197
K2-30 b,1,4.09849,0.0419,11.982,85.86,0.08,,79.0,1203.0,5575.0,0.84,0.92,1120.3344
K2-31 b,2,1.2578542,0.02258,34.0,,,1272.0,,,5465.0,0.9,0.97,1737.9248
K2-31 b,2,1.25785,0.022,11.882,79.9,0.0,,350.9,,5280.0,0.78,0.91,1566.1943
K2-316 b,1,1.133,0.0147,1.33,87.02,,,,841.0,3436.0,0.38,0.41,837.1677
K2-316 c,1,5.26,0.0582,1.83,89.31,,,,423.0,3436.0,0.38,0.41,435.7954
K2-317 b,1,6.22,0.0542,2.93,89.22,,,,432.0,3387.0,0.38,0.4,440.27963
K2-318 b,1,7.01,0.0911,1.66,89.38,,,,456.0,3851.0,0.55,0.56,445.79968
K2-319 b,1,26.68,0.1516,2.79,89.45,,,,641.0,5440.0,0.9,0.95,597.5089
K2-32 b,2,8.99218,0.0808,5.38,89.0,,82.9,,769.0,5315.0,0.87,0.87,774.2978
K2-32 b,2,8.99213,0.08036,5.13,,0.0,77.7,5.63,817.0,5275.0,0.84,0.86,757.93274
K2-32 b,2,8.992,0.0795,5.299,89.0,0.03,,5.22,837.0,5271.0,0.86,0.83,764.3898
K2-32 b,2,8.99213,0.0811,5.62,,,100.0,,,5428.0,0.92,0.88,805.4374
K2-32 c,2,20.6602,0.1399,3.01,,0.0,25.6,1.6,619.0,5275.0,0.84,0.86,588.86005
K2-32 c,2,20.65614,0.1407,3.48,88.23,,27.4,,583.0,5315.0,0.87,0.87,600.7999
K2-32 c,2,20.6602,0.1412,3.32,,,33.0,,,5428.0,0.92,0.88,626.344
K2-32 c,2,20.66093,0.13843,3.134,89.4,0.049,,2.15,634.0,5271.0,0.86,0.83,595.3888
K2-32 d,2,31.71922,0.1873,3.75,88.4,,15.4,,505.0,5315.0,0.87,0.87,531.5692
K2-32 d,2,31.71701,0.18422,3.484,89.4,0.05,,1.53,550.0,5271.0,0.86,0.83,527.9225
K2-32 d,2,31.7154,0.1862,3.43,,0.0,14.5,2.3,537.0,5275.0,0.84,0.86,520.57965
K2-32 d,2,31.7154,0.1879,3.77,,,18.7,,,5428.0,0.92,0.88,552.25806
K2-32 e,2,4.34934,0.04899,1.212,89.0,0.043,,920.0,1066.0,5271.0,0.86,0.83,1018.74194
K2-320 b,1,1.995,0.0142,2.62,87.84,,,,698.0,3157.0,0.3,0.12,708.1808
K2-321 b,1,2.298,0.041,1.95,88.94,,,,701.0,3855.0,0.58,0.6,673.32996
K2-321 b,1,2.2979749,0.02839,2.051,86.1,0.44,,,830.0,3750.0,0.59,0.58,800.895
K2-322 b,1,8.205,0.0594,1.92,88.15,,,,635.0,4141.0,0.6,0.63,595.6288
K2-323 b,1,24.93,0.1275,2.1,89.88,,,,318.0,3710.0,0.55,0.48,364.6663
K2-324 b,1,3.262,0.0331,2.43,88.33,,,,707.0,3752.0,0.51,0.52,669.3782
K2-325 b,1,6.93,0.0419,2.2,89.37,,,,423.0,3287.0,0.3,0.27,419.47348
K2-326 b,1,1.256,0.0198,2.28,85.63,,,,1114.0,3924.0,0.69,0.51,992.1353
K2-329 b,1,12.4551225,0.1016,8.676,89.22,0.0697,45.7,24.6,650.0,5282.0,0.82,0.9,682.34863
K2-33 b,1,5.42513,0.0409,5.76,86.9,0.0,,,850.0,3410.0,1.1,0.31,743.68756
K2-34 b,1,2.995633,0.0426,13.96,,,,,1559.0,6071.0,1.44,1.15,1619.5585
K2-34 b,1,2.995629,0.0465,15.435,82.23,0.054,,207.0,1715.0,6149.0,1.58,1.23,1662.0757
K2-34 b,1,2.995607,0.04419,15.132,82.06,0.0,,209.0,1742.0,6132.0,1.53,1.28,1714.6108
K2-34 b,1,2.995654,0.0445,16.141,82.96,0.022,,207.3,,6087.0,1.66,1.31,1770.4849
K2-34 b,1,2.9956348,0.0442,13.75,,,,,1687.0,6168.0,1.42,1.16,1604.4752
K2-35 b,1,2.39991,0.0306,1.08,,,132.0,,,4426.0,0.6,0.66,891.4938
K2-35 b,1,2.399964,0.031,1.32,88.98,0.13,211.0,,,4402.71,0.62,0.7,913.478
K2-35 b,1,2.39984,0.032,1.4,86.1,,217.4,,979.0,4680.0,0.72,0.76,1019.5569
K2-35 c,1,5.60906,0.0539,1.69,,,42.0,,,4426.0,0.6,0.66,667.606
K2-35 c,1,5.608352,0.055,1.93,88.58,0.12,68.0,,,4402.71,0.62,0.7,674.699
K2-35 c,1,5.60912,0.0564,2.09,87.85,,70.1,,737.0,4680.0,0.72,0.76,754.267
K2-355 b,1,5.7385647,0.0632,2.25,,,,,1066.0,5790.0,0.92,0.96,1000.82007
K2-356 b,1,21.0267366,0.1599,2.29,,,,,624.0,5568.0,0.86,0.9,581.3588
K2-357 b,1,16.3488637,0.145,3.72,,,,,735.0,5794.0,1.0,0.98,690.0198
K2-358 b,1,11.2510285,0.0863,2.68,,,,,888.0,5650.0,0.91,0.93,831.0499
K2-36 b,1,1.422614,0.02288,1.43,84.45,0.093,519.0,2.85,1328.0,4916.0,0.72,0.79,1272.854
K2-36 b,1,1.422614,0.0223,1.43,84.45,0.0,529.0,2.6,1224.0,4916.0,0.72,0.79,1291.815
K2-36 b,1,1.422647,0.02308,1.45,,,570.0,,,4953.0,0.75,0.81,1306.4199
K2-36 b,1,1.42266,0.023,1.32,87.75,,546.3,,1232.0,4924.0,0.74,0.8,1291.133
K2-36 c,1,5.340888,0.054,3.2,86.917,0.0,90.0,3.4,788.0,4916.0,0.72,0.79,812.92755
K2-36 c,1,5.34072,0.05574,2.65,,,97.8,,,4953.0,0.75,0.81,823.37994
K2-36 c,1,5.340888,0.05528,3.2,86.917,0.089,89.0,3.4,854.0,4916.0,0.72,0.79,802.5486
K2-36 c,1,5.34059,0.0555,2.8,88.33,,93.6,,793.0,4924.0,0.74,0.8,814.0613
K2-37 b,1,4.44118,0.05105,1.66,,,240.0,,,5512.0,0.87,0.9,1029.517
K2-37 b,1,4.44117,0.0511,1.61,87.28,,213.3,,974.0,5413.0,0.85,0.9,1003.75385
K2-37 c,1,6.42973,0.06534,2.65,,,146.0,,,5512.0,0.87,0.9,914.8435
K2-37 c,1,6.42904,0.0654,2.75,87.37,,130.3,,861.0,5413.0,0.85,0.9,886.41266
K2-37 d,1,14.09189,0.1103,2.73,88.34,,45.7,,663.0,5413.0,0.85,0.9,682.79456
K2-38 b,1,4.01593,0.0503,1.655,88.36,0.11,490.0,3.02,1310.0,5705.0,1.14,1.05,1248.2988
K2-38 b,1,4.01628,0.05073,1.64,,,480.0,,,5758.0,1.12,1.08,1254.428
K2-38 b,1,4.01593,0.0506,1.55,87.28,,465.9,4.6,1184.0,5757.0,1.1,1.07,1240.5608
K2-38 b,1,4.01593,0.04994,1.54,88.36,0.197,426.0,2.95,1266.0,5731.0,1.06,1.03,1209.8411
K2-38 c,1,10.56103,0.0959,2.49,87.68,0.086,135.3,2.11,949.0,5705.0,1.14,1.05,891.5452
K2-38 c,1,10.56098,0.0967,2.41,,,132.0,,,5758.0,1.12,1.08,892.5484
K2-38 c,1,10.56103,0.09514,2.29,87.68,0.161,117.0,2.41,916.0,5731.0,1.06,1.03,870.3884
K2-38 c,1,10.56103,0.0964,2.42,88.61,,128.3,2.8,858.0,5757.0,1.1,1.07,886.07245
K2-39 b,1,4.60497,0.0574,5.71,,0.152,1356.0,13.8,1670.0,4912.0,2.93,1.19,1544.2126
K2-39 b,1,4.60543,0.062,8.2,80.39,0.0,,14.4,,4881.0,3.88,1.53,1849.8572
K2-39 b,1,4.60497,0.05708,7.09,,,1148.0,,,4993.0,2.59,1.17,1481.2704
K2-4 b,1,10.00329,0.0777,2.37,,,,,563.0,4197.0,0.6,0.63,527.7783
K2-4 b,1,10.0044,0.0715,1.69,,,8.9,,,4044.0,0.43,0.49,460.9
K2-4 b,1,10.003417,0.078,2.1,89.54,0.08,15.6,,,4014.73,0.57,0.64,502.06674
K2-411 b,1,3.2141,0.0511,990.0,90.001,,619.04,,,5711.0,1.38,1.02,1301.7737
K2-412 b,1,5.9382,0.0586,2.116,89.998,,243.52,,,5590.0,0.98,0.89,1028.9734
K2-413 b,1,0.8094,0.0117,760.0,89.952,,921.75,,,4116.0,0.7,0.81,1558.7415
K2-413 c,1,5.3301,0.0426,1.233,89.999,,69.53,,,4116.0,0.7,0.81,849.7577
K2-414 b,1,4.3696,0.0487,1.219,90.004,,72.11,,,4343.0,0.73,0.81,809.5969
K2-414 c,1,6.669,0.0552,1.929,89.997,,56.13,,,4343.0,0.73,0.81,743.75964
K2-415 b,1,4.0179694,0.027,1.015,89.32,,4.82,4.1,412.0,3173.0,0.2,0.16,404.6661
K2-416 b,1,13.102,0.088,2.66,89.25,,,,447.0,3746.0,0.55,0.55,439.95065
K2-417 b,1,6.535,0.063,3.31,89.0,,,,558.0,3861.0,0.58,0.57,537.54395
K2-419 A b,2,20.35847252,0.1208,10.55,89.54,0.042,3.3,67.0,377.0,3711.0,0.54,0.56,389.6302
K2-42 b,1,6.68796,0.0617,2.15,,,44.1,,,4613.0,0.64,0.7,673.5045
K2-43 b,1,3.471341,0.038,4.75,88.9,0.07,46.4,,,3889.72,0.59,0.6,703.80365
K2-43 b,1,3.47114,0.03784,4.13,,,49.0,,,3939.0,0.57,0.6,703.3733
K2-44 b,1,5.657,0.06,2.433,87.993,,,,,5912.0,1.58,1.15,1366.9452
K2-44 b,1,5.65688,0.0651,2.72,,,646.0,,,5912.0,1.58,1.15,1311.9047
K2-45 b,1,1.729257,0.025,10.44,87.75,0.1,380.5,,,4262.1,0.69,0.68,1026.5243
K2-45 b,1,1.7292684,0.0224,6.71,,,100.0,,,4103.0,0.45,0.5,832.89703
K2-46 b,1,19.1541,0.13821,2.05,,,119.0,,,6256.0,1.29,0.96,842.02686
K2-47 b,1,31.6372,0.1779,1.89,,,10.7,,,5054.0,0.76,0.75,469.31516
K2-48 b,1,20.5065,0.1344,2.24,,,15.3,,,4899.0,0.73,0.77,512.45605
K2-49 b,1,2.77065,0.0309,1.93,,,59.0,,,4175.0,0.45,0.51,717.7171
K2-5 b,1,5.73597,0.0504,1.5,,,19.7,,,4021.0,0.46,0.52,552.0117
K2-5 b,1,5.73491,0.0509,1.92,,,,,634.0,4102.0,0.52,0.53,582.4755
K2-5 b,1,5.73594,0.0532,1.91,87.35,,24.1,,565.0,3930.0,0.57,0.61,590.23956
K2-5 c,1,10.9324,0.0775,1.64,,,8.3,,,4021.0,0.46,0.52,453.6835
K2-5 c,1,10.93406,0.0783,1.92,,,,,511.0,4102.0,0.52,0.53,473.07574
K2-5 c,1,10.93241,0.0818,2.26,86.95,,10.2,,456.0,3930.0,0.57,0.61,477.83945
K2-50 b,1,8.7529,0.0705,1.59,,,18.8,,,4326.0,0.55,0.61,545.1697
K2-52 b,1,3.535055,0.054,18.0,86.46,,,,2004.0,7147.0,2.19,1.69,2230.0
K2-52 b,1,3.53482,0.0485,11.1,,,1124.0,,,6113.0,1.49,1.21,1571.4258
K2-53 b,1,12.20772,0.098,2.6,89.32,,,,665.0,5263.0,0.81,0.85,684.001
K2-53 b,1,12.2054,0.0975,2.5,,,52.5,,,5269.0,0.85,0.83,699.5836
K2-54 b,1,9.7833,0.0761,2.612,89.08,0.24,,,560.0,3990.0,0.64,0.61,524.0337
K2-54 b,1,9.7843,0.0671,1.15,,,6.1,,,3798.0,0.38,0.42,434.1868
K2-55 b,1,2.849258,0.03486,3.82,,,115.0,,,4456.0,0.63,0.7,868.93524
K2-55 b,1,2.849274,0.035,4.38,88.21,0.07,141.3,,,4299.98,0.72,0.69,879.88574
K2-57 b,1,9.0073,0.0752,2.309,88.95,0.25,,,636.0,4413.0,0.67,0.7,598.3356
K2-57 b,1,9.0063,0.0746,2.1,,,24.1,,,4434.0,0.62,0.68,582.46814
K2-58 b,1,7.05254,0.0692,2.68,,,118.0,,,5413.0,0.86,0.89,866.3563
K2-58 c,1,2.53726,0.035,1.62,,,462.0,,,5413.0,0.86,0.89,1221.944
K2-58 d,1,22.8827,0.1517,1.71,,,24.6,,,5413.0,0.86,0.89,579.55304
K2-59 b,1,20.6921,0.1354,2.41,,,17.1,,,5055.0,0.73,0.77,525.68005
K2-59 c,1,11.2954,0.0905,2.3,,,38.3,,,5055.0,0.73,0.77,647.8052
K2-6 b,1,30.94191,0.1898,2.5,,,,,615.0,5850.0,0.96,0.97,590.3184
K2-6 b,1,30.9349,0.1882,2.5,,,28.6,,,5767.0,1.01,0.93,596.54407
K2-60 b,1,3.002627,0.04179,9.9,,,1212.0,,,5749.0,1.47,1.08,1544.0793
K2-60 b,1,3.00265,0.045,7.656,88.49,0.0,,61.0,1400.0,5500.0,1.12,0.97,1247.5903
K2-61 b,1,2.57302,0.0392,2.48,,,1686.0,,,6293.0,1.36,1.21,1732.6313
K2-62 b,1,6.67202,0.0636,2.14,,,66.0,,,4880.0,0.73,0.77,746.6819
K2-62 c,1,16.1966,0.1148,2.14,,,20.5,,,4880.0,0.73,0.77,553.1933
K2-63 b,1,20.257,0.1627,3.22,,,188.0,,,6771.0,1.63,1.4,962.6959
K2-63 c,1,25.4556,0.189,3.9,,,139.0,,,6771.0,1.63,1.4,889.63727
K2-64 b,1,6.53044,0.0619,2.07,,,98.0,,,5312.0,0.73,0.74,824.4617
K2-65 b,1,12.6475,0.1014,1.58,,,45.0,,,5213.0,0.84,0.87,679.4657
K2-66 b,1,5.06965,0.06069,2.49,,,897.0,,,5958.0,1.71,1.16,1425.6766
K2-66 b,1,5.06963,0.05983,2.49,86.6,0.0,840.0,7.4,1372.0,5887.0,1.67,1.11,1392.7876
K2-68 b,1,8.05428,0.0708,1.58,,,41.0,,,4746.0,0.68,0.73,667.01
K2-69 b,1,7.06599,0.0591,2.32,,,17.9,,,4127.0,0.49,0.55,538.547
K2-7 b,1,28.6781,0.1867,4.035,89.08,0.24,,,786.0,5700.0,1.53,1.06,721.883
K2-7 b,1,28.67992,0.1814,2.67,,,,,651.0,5772.0,0.96,0.97,597.3301
K2-7 b,1,28.6777,0.1864,4.12,,,125.0,,,5715.0,2.13,1.05,831.0615
K2-70 b,1,13.97896,0.1112,2.89,,,62.0,,,5622.0,0.93,0.94,736.07697
K2-71 b,1,6.98541,0.0559,2.15,,,13.4,,,4006.0,0.43,0.48,508.30984
K2-72 b,1,5.57739,0.037,750.0,,,5.4,,,3497.0,0.23,0.22,391.92245
K2-72 b,1,5.577212,0.04,1.08,89.15,0.11,8.5,,,3360.47,0.33,0.27,451.8071
K2-72 c,1,15.189034,0.078,1.16,89.54,0.11,2.2,,,3360.47,0.33,0.27,320.73502
K2-72 c,1,15.1871,0.0722,860.0,,,1.41,,,3497.0,0.23,0.22,320.41815
K2-72 d,1,7.760178,0.05,1.01,89.26,0.11,5.4,,,3360.47,0.33,0.27,413.35306
K2-72 d,1,7.7599,0.0461,730.0,,,3.5,,,3497.0,0.23,0.22,369.29245
K2-72 e,1,24.1669,0.098,820.0,,,0.76,,,3497.0,0.23,0.22,272.3711
K2-72 e,1,24.158868,0.106,1.29,89.68,0.11,1.2,,,3360.47,0.33,0.27,270.27826
K2-73 b,1,7.49543,0.07619,2.45,,,213.0,,,5922.0,1.06,1.05,1003.051
K2-74 b,1,19.5666,0.1402,2.31,,,59.1,,,6060.0,0.98,0.96,720.3601
K2-75 b,1,7.8142,0.081,2.67,,,430.0,,,5995.0,1.56,1.16,1181.339
K2-75 c,1,18.311,0.1429,2.77,,,138.0,,,5995.0,1.56,1.16,882.5587
K2-77 b,1,8.20075,0.076,2.47,,,83.0,,,5297.0,0.83,0.87,795.63245
K2-77 b,1,8.2000844,0.0753,2.5,88.33,0.29,,,806.0,5160.0,0.79,0.85,759.95026
K2-79 b,1,10.99573,0.0987,3.69,,,186.0,,,5926.0,1.28,1.06,956.4224
K2-79 b,1,10.9947,0.0988,4.09,88.44,0.23,181.0,2.63,1022.0,5897.0,1.26,1.07,946.4582
K2-8 b,1,10.3535,0.0877,3.32,,,52.0,,,5147.0,0.8,0.84,704.2237
K2-8 b,1,10.35239,0.0856,3.58,86.42,,37.7,,631.0,4870.0,0.74,0.78,648.85815
K2-8 b,1,10.35176,0.0856,2.97,,,,,691.0,4890.0,0.74,0.79,652.3659
K2-8 c,1,5.06408,0.0545,2.44,,,135.0,,,5147.0,0.8,0.84,895.84674
K2-8 c,1,5.06416,0.0532,2.41,86.7,,97.8,,801.0,4870.0,0.74,0.78,820.7627
K2-80 b,1,19.0918,0.135,2.01,,,32.5,,,5441.0,0.87,0.9,624.7393
K2-80 c,1,5.605,0.0596,1.47,,,166.0,,,5441.0,0.87,0.9,946.36206
K2-81 b,1,6.102325,0.059,1.97,89.29,0.06,62.9,,,4674.13,0.63,0.75,695.5844
K2-81 b,1,6.10224,0.0579,1.82,,,44.0,,,4530.0,0.63,0.7,677.93915
