planet_name;number_of_stars;orbital_period;orbit_semi_major_axis;planet_radius;Inclination;eccentricity;insolation_flux;Radial_Velocity_Amplitude;planet_temperature;star_temperature;star_radius;star_mass;calc_semi_major_axis
TOI-2485 b;1;11.2347982;;12.196;;;262.58;;1121.0;6016.4;1.72;;
TOI-2497 b;1;10.65569403;;11.763;;;997.81;;1433.0;6715.0;2.5;;
TOI-2497 b;1;10.655669;0.1166;11.142;88.16;0.195;;300.0;1595.0;7360.0;2.36;1.86;0.11654479740041541
TOI-2498 b;1;3.73823811;;4.774;;;790.48;;1352.0;5938.0;1.29;;
TOI-2498 b;1;3.738252;0.0491;6.06;87.12;0.089;;13.25;1443.0;5905.0;1.26;1.12;0.048953808654576436
TOI-251 b;1;4.9377254;;;;;;;;5875.0;0.88;1.04;0.057495055558695524
TOI-251 b;1;4.93772273;;2.827;;;277.75;;1041.0;5862.0;0.96;;
TOI-251 b;1;4.93777;0.05741;2.74;87.52;0.0;;120.0;;5875.0;0.88;1.04;0.057495401774197596
TOI-2524 b;1;7.18585;0.073;11.209;89.4;0.0;;67.0;1100.0;5831.0;1.12;1.01;0.07311850756770849
TOI-2524 b;1;7.18580292;;13.161;;;210.61;;1061.0;5758.3;1.19;;
TOI-2525 b;1;23.2856;0.1511;8.676;89.5;0.17;;6.7;;5096.0;0.79;0.85;0.15117014374387808
TOI-2525 b;1;23.34185357;;9.727;;;16.36;;513.0;4944.0;0.82;;
TOI-2525 c;1;49.24455988;;10.367;;;6.05;;400.0;4944.0;0.82;;
TOI-2525 c;1;49.2519;0.249;10.133;89.97;0.157;;41.2;;5096.0;0.79;0.85;0.2490900597369248
TOI-2529 b;1;;;10.972;;;70.97;;808.0;5822.0;1.75;;
TOI-2529 b;1;64.5949;0.327;11.545;;0.021;;110.5;636.0;5802.0;1.7;1.11;0.3262179908662806
TOI-2537 b;1;94.09979541;;14.589;;;7.44;;421.0;4696.7;1.01;;
TOI-2537 b;1;94.1022;0.3715;11.254;89.592;0.364;;74.7;338.0;4870.0;0.77;0.77;0.3711061815565549
TOI-2537 c;1;1920.0;2.78;;;0.287;;145.9;123.0;4870.0;0.77;0.77;2.770974248290924
TOI-2545 b;1;7.99403672;;2.558;;;258.82;;1023.0;5846.29;1.25;;
TOI-2545 b;1;7.994037;;2.75;;;;;;5846.29;1.25;1.05;0.07952590705249951
TOI-2567 b;1;5.9839451;;10.702;;;632.29;;1279.0;5609.0;1.72;;
TOI-2567 b;1;5.983944;0.0672;10.929;88.3;0.0;558.0;20.6;1352.0;5611.0;1.69;1.13;0.06718710429176135
TOI-257 b;1;18.38770809;;6.379;;;211.28;;972.0;6382.7;1.77;;
TOI-257 b;1;18.38818;0.1528;7.163;87.91;0.0;186.0;8.5;1027.0;6095.0;1.87;1.41;0.1528857344859768
TOI-257 b;1;18.387686;;;87.91;;;;;6095.0;1.87;1.41;0.15288299628165183
TOI-2570 b;1;2.98876544;;14.07;;;690.16;;1307.0;5639.0;1.12;;
TOI-2570 b;1;2.9887615;0.04145;13.641;87.73;0.0;699.0;111.2;1431.0;5771.0;1.09;1.06;0.041402912308128446
TOI-2580 b;1;3.397862;;18.383;;;2031.47;;1870.0;6590.0;1.83;;
TOI-2580 b;1;3.39775;0.048;17.374;;0.08;1730.0;70.0;2410.0;6120.0;1.81;1.33;0.048642167992196304
TOI-2583 A b;2;4.52074;;13.732;;;713.86;;1440.0;6050.0;1.49;;
TOI-2583 A b;2;4.5207265;0.0571;14.46;88.16;0.0;750.9;27.1;1456.0;5936.0;1.48;1.22;0.0571733352736726
TOI-2587 A b;2;5.4566563;;10.941;;;381.08;;1230.0;5674.8;1.72;;
TOI-2587 A b;2;5.45664;0.0635;12.072;84.81;0.0;728.0;22.7;1445.0;5760.0;1.73;1.15;0.06355029592286156
TOI-2589 b;1;61.6277;0.3;12.106;89.17;0.522;;221.0;592.0;5579.0;1.07;0.93;0.2980435435544355
TOI-2589 b;1;61.6277;;11.739;;;21.75;;601.0;5581.0;1.07;;
TOI-260 b;1;13.475853;0.0943;1.71;88.84;0.0;;1.57;493.0;4026.0;0.61;0.62;0.0945009487419918
TOI-260 b;1;13.47584784;;1.984;;;10.18;;456.0;4111.0;0.62;;
TOI-260 b;1;13.475815;0.091;1.473;;0.0;;1.32;439.0;4050.0;0.55;0.55;0.09080135976384306
TOI-261.01;1;3.3639254;;3.045;;;874.8;;1387.0;5890.3;1.28;;
TOI-261.01;1;3.3639254;0.034792;3.045;;;874.8;;1722.0;5890.3;1.28;0.5;0.034872975210009725
TOI-262 b;1;11.14527844;;2.067;;;56.91;;701.0;5302.58;0.85;;
TOI-262 b;1;11.14529;0.163;2.07;89.011;;;;584.0;5310.0;0.85;0.91;0.0946257806028867
TOI-2641 b;1;4.88096396;;9.735;;;626.13;;1276.0;6309.0;1.27;;
TOI-2641 b;1;4.880974;0.0607;18.103;83.75;0.18;602.0;41.6;1387.0;6100.0;1.34;1.16;0.059168662851153415
TOI-2669 b;1;6.2034;;19.728;;0.09;;59.6;;4800.0;4.1;1.19;0.07001701737253702
TOI-2669 b;1;6.203496;;9.937;;;375.55;;1226.0;4859.0;3.98;;
TOI-269 b;1;3.69771671;;2.942;;;19.19;;534.0;3607.0;0.4;;
TOI-269 b;1;3.6977104;0.0345;2.77;88.14;0.425;19.0;7.6;531.0;3514.0;0.4;0.39;0.0341909809531993
TOI-269 b;1;3.6977155;;;88.14;0.425;;;;3514.0;0.4;0.39;0.034191012391385625
TOI-270 b;1;3.3601538;0.03197;1.206;89.39;0.034;;1.27;581.0;3506.0;0.38;0.39;0.03207714707386682
TOI-270 b;1;3.36008;0.0306;1.247;88.65;0.0;;;528.0;3386.0;0.38;0.4;0.032348526603131166
TOI-270 b;1;3.360156;;;88.65;;;;;3386.0;0.38;0.4;0.032349014384920896
TOI-270 b;1;3.36013771;;1.184;;;19.93;;539.0;3551.0;0.37;;
TOI-270 c;1;5.660172;0.0472;2.42;89.53;0.0;;;424.0;3386.0;0.38;0.4;0.04579743747520046
TOI-270 c;1;5.6605731;0.04526;2.355;89.36;0.027;;4.16;488.0;3506.0;0.38;0.39;0.04541471223586125
TOI-270 c;1;5.6605746;;;89.53;;;;;3386.0;0.38;0.4;0.04579960912060343
TOI-270 c;1;5.66056932;;2.407;;;9.94;;453.0;3551.0;0.37;;
TOI-270 d;1;11.37956534;;2.254;;;3.92;;359.0;3551.0;0.37;;
TOI-270 d;1;11.379568;;;89.69;;;;;3386.0;0.38;0.4;0.07295223632092421
TOI-270 d;1;11.38014;;2.19;89.68;0.0;;;;;0.38;;
TOI-270 d;1;11.38014;0.0733;2.13;89.69;0.0;;;340.0;3386.0;0.38;0.4;0.07295468095558859
TOI-270 d;1;11.379573;0.0721;2.133;89.73;0.032;;2.56;387.0;3506.0;0.38;0.39;0.07233918452298277
TOI-2714 b;1;2.4993895;;12.924;;;945.55;;1544.0;5737.0;1.21;;
TOI-2714 b;1;2.499387;0.036;13.72;86.3;0.164;;103.0;1603.0;5665.0;1.25;1.07;0.03686534980678604
TOI-2768 b;1;1.50801;0.027;2.63;87.78;;;;855.0;4008.0;0.66;0.63;0.022062315607744742
TOI-2768 b;1;1.5080197;;3.013;;;89.05;;855.0;4008.0;0.66;;
TOI-277 b;1;3.994;0.0269;2.65;88.9;;;;;4031.0;0.36;0.16;0.026745258313075972
TOI-277 b;1;3.99344183;;4.256;;;28.24;;588.0;3748.0;0.52;;
TOI-2796 b;1;4.808498;;15.084;;;67.19;;797.0;5449.5;1.38;;
TOI-2796 b;1;4.8084983;0.0569;17.262;85.22;0.0;352.0;50.0;1205.0;5764.0;1.07;1.06;0.05684728073001688
TOI-2803 A b;2;1.96229325;0.03185;18.114;89.0;0.0;2150.0;146.7;1893.0;6280.0;1.25;1.12;0.03185542300420185
TOI-2803 A b;2;1.962292;;17.452;;;2085.59;;1882.0;6384.0;1.16;;
TOI-2818 b;1;4.0397189;;14.228;;;876.85;;1515.0;5758.5;1.14;;
TOI-2818 b;1;4.039709;0.0493;15.278;87.73;0.0;598.0;91.0;1376.0;5721.0;1.23;0.98;0.04930718119229548
TOI-2842 b;1;3.5514016;;11.873;;;342.12;;1198.0;6019.0;1.26;;
TOI-2842 b;1;3.5514058;0.0475;12.845;84.42;0.0;781.8;45.2;1471.0;5910.0;1.26;1.14;0.047588634755836225
TOI-286 b;1;4.5117244;0.0503;1.42;87.52;0.0;;1.98;979.0;5152.0;0.78;0.83;0.05021758633142399
TOI-286 b;1;4.5117221;;1.402;;;86.77;;850.0;5245.0;0.79;;
TOI-286 c;1;39.361826;0.213;1.88;89.69;0.0;;790.0;475.0;5152.0;0.78;0.83;0.21281927096604794
TOI-286 c;1;39.361947;;1.846;;;22.44;;606.0;5245.0;0.79;;
TOI-2977 b;1;2.3505698;;12.982;;;703.63;;1434.0;5356.0;1.22;;
TOI-2977 b;1;2.3505614;0.03386;13.159;89.19;0.0;947.8;266.0;1544.0;5691.0;1.07;0.94;0.03389157721615789
TOI-2981 b;1;3.6015056;;12.397;;;556.62;;1353.0;6055.0;1.03;;
TOI-2981 b;1;3.601501;0.048;13.4;87.98;0.035;;260.6;1358.0;5940.0;1.08;1.03;0.04643757475675308
TOI-3023 b;1;3.9014971;0.0505;16.432;88.9;0.0;1084.0;74.0;1596.0;5760.0;1.67;1.12;0.05036880284110245
TOI-3023 b;1;3.9014904;;16.257;;;865.7;;1511.0;5512.0;1.69;;
TOI-3071 b;1;1.266938;0.0249;7.16;82.1;0.09;;33.7;2155.0;6177.0;1.31;1.29;0.02494412306906287
TOI-3071 b;1;1.2669382;;7.135;;;2579.61;;1985.0;6296.0;1.36;;
TOI-3082 b;1;1.9268037;;3.427;;;131.65;;943.0;4249.0;0.68;;
TOI-3082 b;1;1.926907;;3.662;87.63;;;;1033.0;4263.0;0.68;0.66;0.026384968316780916
TOI-3235 b;1;2.5926199;;11.014;;;13.89;;537.0;3375.0;0.37;;
TOI-3235 b;1;2.59261842;0.02709;11.4;88.14;0.029;;182.9;604.0;3388.8;0.37;0.39;0.02698456155666093
TOI-3261 b;1;0.8831279;;4.375;;;1586.21;;1610.0;5151.4;0.86;;
TOI-3261 b;1;0.8831331;0.01714;3.82;87.8;0.0;1466.0;22.1;1722.0;5068.0;0.85;0.86;0.017131090957149667
TOI-329 b;1;5.70439;0.0638;4.941;;0.39;;15.1;1213.0;5614.0;1.53;1.07;0.0639050964559923
TOI-329 b;1;5.70428581;;5.025;;;576.87;;1250.0;5560.5;1.61;;
TOI-332 b;1;0.77685;;3.283;;;4180.32;;2240.0;5190.0;0.96;;
TOI-332 b;1;0.777038;0.0159;3.2;86.4;0.0;;43.0;1871.0;5251.0;0.87;0.88;0.015851017965519878
TOI-3321 b;1;3.6525145;0.047;15.558;86.33;0.054;;71.0;1616.0;5850.0;1.55;1.04;0.04702626726725327
TOI-3321 b;1;3.6525305;;14.73;;;967.92;;1553.0;5930.0;1.47;;
TOI-3331 A b;2;2.0180196;;12.168;;;520.14;;1330.0;5544.0;0.96;;
TOI-3331 A b;2;2.0180231;0.03144;12.98;85.4;0.0;818.5;360.0;1488.0;5609.0;0.95;1.02;0.03145953083810059
TOI-3353.01;1;4.6657965;0.060118;2.667;;;313.04;;1264.0;6365.0;1.02;1.33;0.060094653838702564
TOI-3353.01;1;4.6658007;;2.178;;;216.43;;1068.0;6365.0;1.02;;
TOI-3362 b;1;18.09547;0.153;12.801;89.14;0.815;;;;6532.0;1.83;1.45;0.1526759653768003
TOI-3362 b;1;18.0953159;;12.062;;;37.21;;688.0;6509.8;1.8;;
TOI-3364 b;1;5.87694378;;12.393;;;511.32;;1213.0;5805.0;1.45;;
TOI-3364 b;1;5.8768918;0.0675;12.229;88.79;0.0;425.0;168.0;1264.0;5706.0;1.42;1.19;0.06753810630272643
TOI-3540 A b;2;3.11984039;;12.176;;;728.18;;1325.0;6011.2;1.13;;
TOI-3540 A b;2;3.119999;0.04289;23.539;81.93;0.0;841.3;155.0;1498.0;5810.0;1.23;1.08;0.04287251726598995
TOI-3568 b;1;4.417965;0.0485;5.3;89.2;0.035;;12.1;899.0;4969.0;0.72;0.78;0.0485044007858477
TOI-3568 b;1;4.41780424;;6.402;;;130.15;;861.0;4864.0;0.79;;
TOI-3629 b;1;3.9365629;;8.099;;;41.29;;706.0;3689.0;0.61;;
TOI-3629 b;1;3.9365578;0.04194;8.295;88.74;0.056;43.0;42.2;711.0;3865.0;0.61;0.64;0.042047402792572776
TOI-3629 b;1;3.936551;0.043;8.295;89.1;0.05;39.0;45.0;690.0;3870.0;0.6;0.63;0.04182720712056678
TOI-3688 A b;2;3.24620801;;13.3;;;1107.85;;1471.0;6088.0;1.35;;
TOI-3688 A b;2;3.246075;0.0456;13.081;87.9;0.0;924.3;119.0;1534.0;5950.0;1.3;1.2;0.04559328428766452
TOI-3693 b;1;9.088516;0.0813;12.599;89.57;0.0;68.6;109.0;801.0;5321.0;0.79;0.87;0.08136478799232849
TOI-3693 b;1;9.0881638;;12.897;;;57.06;;765.0;5211.0;0.8;;
TOI-3714 b;2;2.15474722;;11.61;;;53.53;;690.0;3538.0;0.51;;
TOI-3714 b;2;2.15484802;0.0263;11.142;87.83;0.047;57.0;167.1;764.0;3652.0;0.5;0.52;0.02625509778618503
TOI-3714 b;2;2.154849;0.027;11.321;88.7;0.03;54.0;169.0;750.0;3660.0;0.51;0.53;0.026422340228273188
TOI-3757 b;1;3.438753;0.03845;12.0;86.76;0.14;55.4;49.24;759.0;3913.0;0.62;0.64;0.03842336606422784
TOI-3757 b;1;3.43919543;;12.438;;;58.43;;705.0;3902.0;0.64;;
TOI-3785 b;1;4.6747373;0.043;5.14;88.1;0.11;19.1;9.24;582.0;3576.0;0.5;0.52;0.043998784983364486
TOI-3785 b;1;4.6747218;;4.732;;;11.53;;513.0;3502.0;0.5;;
TOI-3807 b;1;2.8989727;0.0421;18.495;80.81;0.0;1230.0;130.0;1646.0;5772.0;1.47;1.18;0.04204601572150491
TOI-3807 b;1;2.8989758;;10.093;;;401.9;;1247.0;5908.0;1.47;;
TOI-3819 b;1;3.2443141;0.04611;13.137;82.79;0.0;1186.0;131.0;1633.0;5859.0;1.54;1.24;0.04607767811922378
TOI-3819 b;1;3.24429898;;12.927;;;1427.8;;1568.0;5999.0;1.56;;
TOI-3837 b;1;11.8886495;;11.023;;;138.06;;954.0;5773.9;1.21;;
TOI-3837 b;1;11.88865;0.099;10.873;88.0;0.221;;58.08;1178.0;5905.0;1.2;0.89;0.09805877395315472
TOI-3884 b;1;4.5445828;0.0361;6.43;89.81;0.06;6.29;28.03;441.0;3180.0;0.3;0.3;0.035944948089679365
TOI-3884 b;1;4.5445569;;5.718;;;5.66;;429.0;3192.0;0.3;;
TOI-3884 b;1;4.5445697;0.0354;6.0;90.1;0.32;7.42;14.9;463.0;3269.0;0.3;0.28;0.03512766521356014
TOI-3894 b;1;4.3345378;;14.357;;;546.9;;1347.0;6314.8;1.43;;
TOI-3894 b;1;4.3345401;0.0543;15.222;84.86;0.048;;96.0;1519.0;6000.0;1.5;1.14;0.0543498557853747
TOI-3894 b;1;4.33454;0.05354;15.278;84.63;0.05;;96.0;1531.0;6000.0;1.5;1.14;0.05434985494945586
TOI-3894 b;1;4.3345401;0.05539;15.155;85.08;0.046;;96.0;1504.0;6000.0;1.5;1.14;0.0543498557853747
TOI-3912 b;1;3.4936188;;14.236;;;628.66;;1394.0;5779.5;1.42;;
TOI-3912 b;1;3.4936264;0.0463;14.28;85.64;0.0;872.2;51.2;1512.0;5725.0;1.39;1.09;0.04637257746121214
TOI-3919 b;1;7.4332642;;10.213;;;184.32;;1026.0;6227.0;1.32;;
TOI-3919 b;1;7.433234;0.0795;12.319;86.98;0.259;;367.0;1198.0;6100.0;1.32;1.21;0.07942948660084816
TOI-3976 A b;2;6.6080989;;12.113;;;298.5;;1157.0;5993.0;1.5;;
TOI-3976 A b;2;6.607662;0.0743;12.274;87.28;0.0;469.0;16.3;1295.0;5975.0;1.5;1.25;0.0742340769765225
TOI-3984 A b;2;4.353326;0.041;7.9;89.5;0.23;16.7;27.7;563.0;3476.0;0.47;0.49;0.04113526025139612
TOI-3984 A b;2;4.3533211;;7.172;;;15.0;;548.0;3422.0;0.46;;
TOI-4010 b;1;1.3483075;;3.195;;;805.78;;1359.0;4888.0;0.88;;
TOI-4010 b;1;1.348335;0.0229;3.02;88.1;0.03;714.0;6.9;1441.0;4960.0;0.83;0.88;0.022889037199287043
TOI-4010 c;1;5.414654;0.058;5.93;88.8;0.03;112.0;8.0;907.0;4960.0;0.83;0.88;0.05782861526398621
TOI-4010 c;1;5.41462349;;6.614;;;126.23;;872.0;4888.0;0.88;;
TOI-4010 d;1;14.70916624;;6.547;;;33.3;;613.0;4888.0;0.88;;
TOI-4010 d;1;14.70886;0.113;6.18;89.0;0.07;30.0;10.9;650.0;4960.0;0.83;0.88;0.11258529302356463
TOI-4010 e;1;762.0;1.57;;;0.26;0.15;54.7;174.0;4960.0;0.83;0.88;1.564584297121058
TOI-406 c;1;6.61491102;;1.273;;;6.63;;409.0;3349.0;0.39;;
TOI-406 c;1;3.307441;0.0322;1.32;87.6;0.032;19.0;1.63;584.0;3392.0;0.41;0.41;0.03227434607637818
TOI-406.01;1;13.1757294;0.085518;1.96;;;2.65;;344.0;3349.0;0.39;0.48;0.0854800864172481
TOI-406.01;1;13.17572943;;1.96;;;2.65;;325.0;3349.0;0.39;;
TOI-406.01;1;13.175682;0.0809;2.08;89.4;0.056;3.0;3.25;368.0;3392.0;0.41;0.41;0.08110446877681933
TOI-4087 b;1;3.1774835;0.04469;13.047;87.82;0.0;753.9;90.0;1458.0;6060.0;1.11;1.18;0.044697609879049895
TOI-4087 b;1;3.1774814;;13.902;;;625.16;;1393.0;6071.0;1.12;;
TOI-411 b;1;4.04041304;;1.547;;;587.59;;1256.0;6101.0;1.12;;
TOI-411 b;1;4.040295;0.05727;1.362;;;495.14;5.05;1241.0;6169.0;1.12;1.1;0.05124769948431418
TOI-411 b;1;4.040301;0.0528;1.72;88.3;0.126;;;1378.0;6040.0;1.16;1.1;0.05124775022089337
TOI-411 c;1;9.57307064;;2.305;;;186.02;;942.0;6101.0;1.12;;
TOI-411 c;1;9.573096;0.0939;2.74;88.57;0.16;;;1033.0;6040.0;1.16;1.1;0.0910822883570243
TOI-411 c;1;9.573083;0.1017;2.328;;;156.75;2.7;931.0;6169.0;1.12;1.1;0.0910822058988508
TOI-4127 b;1;56.4043748;;12.545;;;0.91;;272.0;6433.0;1.25;;
TOI-4127 b;1;56.39879;0.3081;12.285;89.3;0.7471;22.3;160.1;605.0;6096.0;1.29;1.23;0.3083777180559076
TOI-4137 b;1;3.8016217;;13.637;;;672.59;;1418.0;6244.0;1.47;;
TOI-4137 b;1;3.8016122;0.05222;13.574;85.7;0.0;1013.0;156.0;1570.0;6202.0;1.44;1.31;0.05215993832722528
TOI-4145 A b;2;4.0664428;0.04823;13.305;86.2;0.0;223.0;57.0;1074.0;5281.0;0.86;0.91;0.04831607775223342
TOI-4145 A b;2;4.0664446;;12.183;;;89.39;;856.0;5421.0;0.86;;
TOI-4153 b;1;4.61742539;;16.663;;;1212.01;;1505.0;6411.0;1.67;;
TOI-4153 b;1;4.6174141;0.06311;16.119;88.75;0.039;;103.0;1669.0;6860.0;1.6;1.57;0.06307160211538446
TOI-4184 b;1;4.90199384;;2.555;;;5.05;;382.0;3147.0;0.24;;
TOI-4184 b;1;4.9019804;0.0336;2.43;89.43;;4.8;;412.0;3238.0;0.23;0.21;0.03356775067159545
TOI-4201 b;1;3.5819194;0.04;13.675;88.0;0.041;45.2;456.3;725.0;3794.0;0.63;0.61;0.03885574556800605
TOI-4201 b;1;3.5819232;0.03944;12.69;88.24;0.062;49.6;466.6;739.0;3920.0;0.62;0.63;0.03927586801852692
TOI-4201 b;1;3.5819134;0.03924;12.666;88.3;0.083;53.0;466.0;750.0;3926.0;0.62;0.63;0.039275796380348095
TOI-4201 b;1;3.5809733;;12.043;;;40.44;;702.0;3790.0;0.61;;
TOI-421 b;2;5.197576;0.0554;2.64;;0.13;;2.83;922.0;5291.0;0.87;0.83;0.05518588673675461
TOI-421 b;2;5.19768584;;1.926;;;162.59;;911.0;5718.0;0.86;;
TOI-421 b;2;5.19672;0.056;2.68;85.68;0.163;154.57;2.97;981.0;5325.0;0.87;0.85;0.05561952588672553
TOI-421 c;2;16.06819;0.1189;5.09;88.353;0.152;34.32;4.66;674.0;5325.0;0.87;0.85;0.1180462992270665
TOI-421 c;2;16.067541;0.117;5.09;;0.19;;4.1;635.0;5291.0;0.87;0.83;0.11710993435258898
TOI-421 c;2;16.067531;;;88.353;0.152;;;;5325.0;0.87;0.85;0.11804307160599456
TOI-421 c;2;16.06752202;;4.791;;;36.11;;625.0;5718.0;0.86;;
TOI-4308 b;1;9.1512776;;2.451;;;55.36;;759.0;5015.0;0.79;;
TOI-4308 b;1;9.151201;;2.419;89.07;;;;763.0;5243.0;0.79;0.9;0.0826674094448346
TOI-431 b;1;0.490047;0.0113;1.28;84.3;0.0;;2.88;1862.0;4850.0;0.73;0.78;0.011197595790770964
TOI-431 b;1;0.490052;;;84.3;;;;;4850.0;0.73;0.78;0.011197671957456672
TOI-431 b;1;0.49005894;;1.474;;;2120.45;;1731.0;4891.0;0.73;;
TOI-431 c;1;4.8494;0.052;;86.35;0.0;;1.23;867.0;4850.0;0.73;0.78;0.05161290477528405
TOI-431 d;1;12.46100864;;3.281;;;28.36;;589.0;4891.0;0.73;;
TOI-431 d;1;12.4610213;;;89.7;;;;;4850.0;0.73;0.78;0.09682824387778306
TOI-431 d;1;12.46103;0.098;3.29;89.7;0.0;;3.16;633.0;4850.0;0.73;0.78;0.09682828894662097
TOI-4329 b;1;2.9223;;16.813;;0.068;;55.6;;6000.0;2.31;1.54;0.04619463442438909
TOI-4329 b;1;2.92246609;;20.884;;;3990.57;;2027.0;5520.0;2.74;;
TOI-4336 A b;3;16.33636652;;2.049;;;1.69;;291.0;3365.0;0.33;;
TOI-4336 A b;3;16.336334;0.0872;2.12;89.55;;1.5;;308.0;3298.0;0.33;0.33;0.08707145696448151
TOI-4342 b;1;5.5382498;0.05251;2.266;89.13;;26.9;;634.0;3901.0;0.6;0.63;0.05251660453969125
TOI-4342 b;1;5.538329;;2.272;;;27.68;;585.0;3883.0;0.6;;
TOI-4342 c;1;10.68860835;;2.464;;;11.52;;470.0;3883.0;0.6;;
TOI-4342 c;1;10.688716;0.0814;2.415;89.63;;11.18;;509.0;3901.0;0.6;0.63;0.08140766610265197
TOI-4377 b;1;4.378081;0.0579;15.11;80.3;0.045;;96.2;;4974.0;3.52;1.36;0.05802790969790804
TOI-4377 b;1;4.37716023;;13.943;;;431.1;;1162.0;4913.0;3.41;;
TOI-4379 b;1;3.25352662;;16.521;;;2886.09;;1869.0;6368.0;2.06;;
TOI-4379 b;1;3.25352;;16.69;;0.018;;119.0;;6020.0;1.98;1.37;0.04772478037009025
TOI-4406 b;1;30.08364;0.201;11.209;88.48;0.15;;17.0;904.0;6219.0;1.29;1.19;0.2006029604776391
TOI-4406 b;1;30.08350298;;12.128;;;58.01;;704.0;5906.5;1.41;;
TOI-4438 b;1;7.44630338;;2.405;;;5.63;;393.0;3353.0;0.38;;
TOI-4438 b;1;7.44628;0.0534;2.52;89.34;0.14;6.0;3.5;435.0;3422.0;0.37;0.37;0.05357492586845124
TOI-4438 b;1;7.4463;0.0511;2.49;89.51;;;;435.0;3353.0;0.38;0.36;0.053087949187313084
TOI-444 b;1;17.96350827;;3.297;;;23.47;;561.0;5229.0;0.79;;
TOI-444 b;1;17.9636;0.133;2.77;89.647;;;;609.0;5225.0;0.78;0.96;0.13242015458326067
TOI-4443.01;1;1.8498567;0.029963;1.719;;;1194.21;;1639.0;5834.0;1.02;1.05;0.02997482018418546
TOI-4443.01;1;1.84985668;;1.719;;;1194.21;;1499.0;5834.0;1.02;;
TOI-4463 A b;2;2.8807198;0.04036;13.26;83.82;0.0;633.0;108.7;1395.0;5640.0;1.06;1.06;0.04039901060065645
TOI-4463 A b;2;2.88069;;22.43;;;678.49;;1421.0;5541.0;1.09;;
TOI-4479 b;1;1.1589;0.0164;2.82;86.36;;92.5;;861.0;3400.0;0.45;0.45;0.016546376750488586
TOI-4479 b;1;1.15890129;;2.683;;;88.19;;782.0;3449.0;0.43;;
TOI-4495.01;1;5.1830043;;3.63;;;346.63;;1202.0;6156.0;1.34;;
TOI-4495.01;1;5.1830043;0.061733;3.63;;;346.63;;1383.0;6156.0;1.34;1.17;0.06176148962845824
TOI-4504 b;1;2.42615378;;2.66;;;548.05;;1234.0;5271.0;0.96;;
TOI-4504 b;1;2.42614;0.03392;2.691;87.4;0.0;;;;5315.0;0.92;0.89;0.03398928299229914
TOI-4504 c;1;82.92941142;;11.476;;;0.26;;183.0;5271.0;0.96;;
TOI-4504 c;1;82.97213;0.3569;11.097;89.69;0.032;;190.892;;5315.0;0.92;0.89;0.3581125907739413
TOI-4504 d;1;40.5634;0.2219;;85.0;0.0445;;90.837;;5315.0;0.92;0.89;0.2222393703062787
TOI-451 b;2;1.85866242;;1.932;;;695.19;;1310.0;5481.0;0.86;;
TOI-451 b;2;1.858703;0.0283;1.91;88.2;0.0;;;1491.0;5550.0;0.88;0.95;0.029083675960003514
TOI-451 c;2;9.19107915;;2.725;;;82.52;;769.0;5481.0;0.86;;
TOI-451 c;2;9.192402;;;89.61;;;;;5550.0;0.88;0.95;0.08442323109016224
TOI-451 c;2;9.192522;0.0823;3.1;89.61;0.0;;;875.0;5550.0;0.88;0.95;0.08442396581040107
TOI-451 d;2;16.364909;;;89.25;;;;;5550.0;0.88;0.95;0.1240085683676169
TOI-451 d;2;16.364988;0.1208;4.07;89.25;0.0;;;722.0;5550.0;0.88;0.95;0.12400896746013121
TOI-451 d;2;16.36487304;;3.925;;;38.24;;634.0;5481.0;0.86;;
TOI-4515 b;1;15.266446;0.118;12.17;87.954;0.461;;191.3;705.0;5433.0;0.86;0.95;0.11839533605295002
TOI-4515 b;1;15.26646582;;12.266;;;42.3;;650.0;5420.82;0.87;;
TOI-4527.01;1;0.3994445;;909.0;;;571.51;;1247.0;3702.0;0.49;;
TOI-4527.01;1;0.3994445;0.008332;909.0;;;571.51;;1363.0;3702.0;0.49;0.48;0.008310990868216918
TOI-4551 b;1;9.95581;0.0994;11.859;86.9;0.101;;117.3;;4896.0;3.55;1.31;0.09910059468734857
TOI-4551 b;1;9.956296;;8.324;;;1247.74;;1655.0;4956.0;3.38;;
TOI-4559 b;1;3.96498492;;1.537;;;17.62;;523.0;3476.0;0.43;;
TOI-4559 b;1;3.965991;0.0359;1.415;88.64;;15.77;;554.0;3558.0;0.37;0.39;0.03582537794724646
TOI-4562 b;1;225.1064;;;89.15;;;;;6096.0;1.15;1.19;0.7674362530869517
TOI-4562 b;1;225.11781;0.768;12.53;89.06;0.76;;106.0;318.0;6096.0;1.15;1.19;0.7674621856346304
TOI-4562 b;1;225.10378855;;13.208;;;3.2;;341.0;5965.99;1.25;;
TOI-4562 c;1;3990.0;5.219;;90.0;0.122;;;;6096.0;1.15;1.19;5.217138263638289
TOI-4582 b;1;31.034;;10.536;;0.51;;31.0;;5190.0;2.5;1.34;0.21307289118853565
TOI-4582 b;1;31.0343214;;10.158;;;33.73;;615.0;5234.0;2.57;;
TOI-4600 b;1;82.6869;0.349;6.8;89.76;0.25;;;347.0;5170.0;0.81;0.89;0.35729140686676486
TOI-4600 b;1;82.69014391;;6.824;;;3.32;;344.0;5073.0;0.83;;
TOI-4600 c;1;482.8191;1.152;9.42;89.9;0.21;;;191.0;5170.0;0.81;0.89;1.158566746766848
TOI-4600 c;1;482.8191;;6.909;;;48.39;;673.0;5073.0;0.83;;
